index,home_team,away_team,home_goals,away_goals,result,season
1711,Liverpool,Bolton Wanderers,2,1,H,2010-2011
1710,West Bromwich Albion,Manchester United,1,2,A,2010-2011
1709,Liverpool,Wolverhampton Wanderers,0,1,A,2010-2011
1708,Wigan Athletic,Arsenal,2,2,D,2010-2011
1718,Chelsea,Aston Villa,3,3,D,2010-2011
1707,Chelsea,Bolton Wanderers,1,0,H,2010-2011
1705,West Ham United,Everton,1,1,D,2010-2011
1795,Stoke City,West Bromwich Albion,1,1,D,2010-2011
1703,Tottenham Hotspur,Newcastle United,2,0,H,2010-2011
1702,Sunderland,Blackpool,0,2,A,2010-2011
1701,Stoke City,Fulham,0,2,A,2010-2011
1700,Manchester City,Aston Villa,4,0,H,2010-2011
1699,Arsenal,Chelsea,3,1,H,2010-2011
1698,Aston Villa,Tottenham Hotspur,1,2,A,2010-2011
1697,Wolverhampton Wanderers,Wigan Athletic,1,2,A,2010-2011
1696,Newcastle United,Manchester City,1,3,A,2010-2011
1706,Birmingham City,Manchester United,1,1,D,2010-2011
1745,Fulham,Stoke City,2,0,H,2010-2011
1719,Wigan Athletic,Newcastle United,0,1,A,2010-2011
1721,Fulham,West Bromwich Albion,3,0,H,2010-2011
1743,Blackpool,Sunderland,1,2,A,2010-2011
1742,Arsenal,Wigan Athletic,3,0,H,2010-2011
1741,Wolverhampton Wanderers,Liverpool,0,3,A,2010-2011
1740,Tottenham Hotspur,Manchester United,0,0,D,2010-2011
1739,Liverpool,Everton,2,2,D,2010-2011
1738,Sunderland,Newcastle United,1,1,D,2010-2011
1737,Birmingham City,Aston Villa,1,1,D,2010-2011
1736,West Ham United,Arsenal,0,3,A,2010-2011
1735,Wigan Athletic,Fulham,1,1,D,2010-2011
1734,West Bromwich Albion,Blackpool,3,2,H,2010-2011
1720,Blackpool,Birmingham City,1,2,?,2010-2011
1733,Stoke City,Bolton Wanderers,2,0,H,2010-2011
1731,Chelsea,Blackburn Rovers,2,0,H,2010-2011
1730,Blackpool,Liverpool,2,1,H,2010-2011
1729,Everton,Tottenham Hotspur,2,1,H,2010-2011
1728,Bolton Wanderers,Wigan Athletic,1,1,D,2010-2011
1727,Blackburn Rovers,Liverpool,3,1,H,2010-2011
1726,Wolverhampton Wanderers,Chelsea,1,0,?,2010-2011
1725,Newcastle United,West Ham United,5,0,H,2010-2011
1724,Aston Villa,Sunderland,0,1,A,2010-2011
1723,Arsenal,Manchester City,0,0,D,2010-2011
1722,Manchester United,Stoke City,2,1,H,2010-2011
1732,Manchester City,Wolverhampton Wanderers,4,3,H,2010-2011
1796,Chelsea,Manchester United,2,1,H,2010-2011
1839,Blackpool,Wigan Athletic,1,3,A,2010-2011
1798,Arsenal,Sunderland,0,0,D,2010-2011
1873,West Ham United,Blackburn Rovers,1,1,D,2010-2011
1872,Newcastle United,Birmingham City,2,1,H,2010-2011
1871,Everton,Manchester City,2,1,H,2010-2011
1870,Bolton Wanderers,Sunderland,1,2,A,2010-2011
1869,Aston Villa,Wigan Athletic,1,1,D,2010-2011
1868,Manchester City,West Ham United,2,1,H,2010-2011
1867,Arsenal,Manchester United,1,0,H,2010-2011
1866,Liverpool,Newcastle United,3,0,H,2010-2011
1865,Birmingham City,Wolverhampton Wanderers,1,1,D,2010-2011
1864,Chelsea,Tottenham Hotspur,2,1,H,2010-2011
1874,Tottenham Hotspur,Blackpool,1,1,D,2010-2011
1863,Wigan Athletic,Everton,1,1,D,2010-2011
1861,Sunderland,Fulham,0,3,A,2010-2011
1860,Blackpool,Stoke City,0,0,D,2010-2011
1859,Blackburn Rovers,Bolton Wanderers,1,0,H,2010-2011
1858,Fulham,Bolton Wanderers,3,0,H,2010-2011
1857,Stoke City,Wolverhampton Wanderers,3,0,H,2010-2011
1856,Blackburn Rovers,Manchester City,0,1,A,2010-2011
1855,Bolton Wanderers,Arsenal,2,1,H,2010-2011
1854,Chelsea,West Ham United,3,0,H,2010-2011
1853,Wolverhampton Wanderers,Fulham,1,1,D,2010-2011
1852,Tottenham Hotspur,West Bromwich Albion,2,2,D,2010-2011
1862,West Bromwich Albion,Aston Villa,2,1,H,2010-2011
1851,Sunderland,Wigan Athletic,4,2,H,2010-2011
1875,Wolverhampton Wanderers,West Bromwich Albion,3,1,H,2010-2011
1877,Manchester United,Chelsea,2,1,H,2010-2011
1899,Wolverhampton Wanderers,Blackburn Rovers,2,3,A,2010-2011
1898,West Ham United,Sunderland,0,3,A,2010-2011
1897,Tottenham Hotspur,Birmingham City,2,1,H,2010-2011
1896,Stoke City,Wigan Athletic,0,1,A,2010-2011
1895,Newcastle United,West Bromwich Albion,3,3,D,2010-2011
1894,Manchester United,Blackpool,4,2,H,2010-2011
1893,Fulham,Arsenal,2,2,D,2010-2011
1892,Everton,Chelsea,1,0,H,2010-2011
1891,Bolton Wanderers,Manchester City,0,2,A,2010-2011
1890,Aston Villa,Liverpool,1,0,H,2010-2011
1876,Stoke City,Arsenal,3,1,H,2010-2011
1889,Manchester City,Stoke City,3,0,H,2010-2011
1887,Liverpool,Tottenham Hotspur,0,2,A,2010-2011
1886,Birmingham City,Fulham,0,2,A,2010-2011
1885,Arsenal,Aston Villa,1,2,A,2010-2011
1884,Chelsea,Newcastle United,2,2,D,2010-2011
1695,Manchester United,Sunderland,2,0,H,2010-2011
1882,Sunderland,Wolverhampton Wanderers,1,3,A,2010-2011
1881,Blackpool,Bolton Wanderers,4,3,H,2010-2011
1880,Blackburn Rovers,Manchester United,1,1,D,2010-2011
1879,Manchester City,Tottenham Hotspur,1,0,H,2010-2011
1878,Fulham,Liverpool,2,5,A,2010-2011
1888,Wigan Athletic,West Ham United,3,2,H,2010-2011
1797,Birmingham City,West Bromwich Albion,1,3,A,2010-2011
1850,Liverpool,Birmingham City,5,0,H,2010-2011
1848,Aston Villa,Stoke City,1,1,D,2010-2011
1820,Everton,Aston Villa,2,2,D,2010-2011
1819,Birmingham City,Bolton Wanderers,2,1,H,2010-2011
1818,West Ham United,Manchester United,2,4,A,2010-2011
1817,Chelsea,Manchester City,2,0,H,2010-2011
1816,Sunderland,Liverpool,0,2,A,2010-2011
1815,Everton,Fulham,2,1,H,2010-2011
1814,Wigan Athletic,Birmingham City,2,1,H,2010-2011
1813,West Bromwich Albion,Arsenal,2,2,D,2010-2011
1812,Stoke City,Newcastle United,4,0,H,2010-2011
1811,Manchester United,Bolton Wanderers,1,0,H,2010-2011
1821,Newcastle United,Wolverhampton Wanderers,4,1,H,2010-2011
1810,Blackburn Rovers,Blackpool,2,2,D,2010-2011
1808,Tottenham Hotspur,West Ham United,-2,0,D,2010-2011
1807,Everton,Birmingham City,1,1,D,2010-2011
1806,Blackpool,Chelsea,1,3,A,2010-2011
1805,Wolverhampton Wanderers,Tottenham Hotspur,3,3,D,2010-2011
1804,Liverpool,Manchester United,3,1,H,2010-2011
1803,Manchester City,Wigan Athletic,1,0,H,2010-2011
1802,West Ham United,Stoke City,3,0,H,2010-2011
1801,Newcastle United,Everton,1,2,A,2010-2011
1800,Fulham,Blackburn Rovers,3,2,H,2010-2011
1799,Bolton Wanderers,Aston Villa,3,2,H,2010-2011
1809,Aston Villa,Wolverhampton Wanderers,0,1,A,2010-2011
1849,Blackpool,Newcastle United,1,1,D,2010-2011
1822,Stoke City,Chelsea,1,1,D,2010-2011
1824,Wigan Athletic,Tottenham Hotspur,0,0,D,2010-2011
1847,Manchester United,Everton,1,0,H,2010-2011
1846,Tottenham Hotspur,Arsenal,3,3,D,2010-2011
1845,Chelsea,Birmingham City,3,1,H,2010-2011
1844,Newcastle United,Manchester United,0,0,D,2010-2011
1843,Arsenal,Liverpool,1,1,D,2010-2011
1842,West Ham United,Aston Villa,1,2,A,2010-2011
1841,West Bromwich Albion,Chelsea,1,3,A,2010-2011
1840,Everton,Blackburn Rovers,2,0,H,2010-2011
1838,Birmingham City,Sunderland,2,0,H,2010-2011
1837,Liverpool,Manchester City,3,0,H,2010-2011
1823,West Bromwich Albion,Liverpool,2,1,H,2010-2011
1836,Aston Villa,Newcastle United,1,0,H,2010-2011
1834,Tottenham Hotspur,Stoke City,3,2,H,2010-2011
1833,Sunderland,West Bromwich Albion,2,3,A,2010-2011
1832,Manchester United,Fulham,2,0,H,2010-2011
1831,Chelsea,Wigan Athletic,1,0,H,2010-2011
1830,Bolton Wanderers,West Ham United,3,0,H,2010-2011
1829,Blackburn Rovers,Birmingham City,1,1,D,2010-2011
1828,Wolverhampton Wanderers,Everton,0,3,A,2010-2011
1827,Manchester City,Sunderland,5,0,H,2010-2011
1826,Fulham,Blackpool,3,0,H,2010-2011
1825,Arsenal,Blackburn Rovers,0,0,D,2010-2011
1835,Blackpool,Arsenal,1,3,A,2010-2011
1883,West Bromwich Albion,Everton,1,0,H,2010-2011
1694,Bolton Wanderers,West Bromwich Albion,2,0,H,2010-2011
1692,Fulham,West Ham United,1,3,A,2010-2011
1581,Birmingham City,Everton,0,2,A,2010-2011
1580,Wigan Athletic,Wolverhampton Wanderers,2,0,H,2010-2011
1579,Newcastle United,Stoke City,1,2,A,2010-2011
1578,Wolverhampton Wanderers,Aston Villa,1,2,A,2010-2011
1577,Bolton Wanderers,Manchester United,2,2,D,2010-2011
1576,West Ham United,Tottenham Hotspur,1,0,H,2010-2011
1575,Liverpool,Sunderland,2,2,D,2010-2011
1574,Fulham,Everton,0,0,D,2010-2011
1582,Stoke City,Blackburn Rovers,1,0,H,2010-2011
1573,Blackpool,Blackburn Rovers,1,2,A,2010-2011
1571,Arsenal,West Bromwich Albion,2,3,A,2010-2011
1570,Manchester City,Chelsea,1,0,H,2010-2011
1569,Chelsea,Blackpool,4,0,H,2010-2011
1568,Wigan Athletic,Manchester City,0,2,A,2010-2011
1567,Manchester United,Liverpool,3,2,H,2010-2011
1566,Sunderland,Arsenal,1,1,D,2010-2011
1565,West Bromwich Albion,Birmingham City,3,1,H,2010-2011
1564,Tottenham Hotspur,Wolverhampton Wanderers,3,1,H,2010-2011
1572,Birmingham City,Wigan Athletic,0,0,D,2010-2011
1563,Everton,Newcastle United,0,1,A,2010-2011
1583,Sunderland,Manchester United,0,0,D,2010-2011
1585,West Bromwich Albion,Bolton Wanderers,1,1,D,2010-2011
1603,Sunderland,Aston Villa,1,0,H,2010-2011
1602,Chelsea,Wolverhampton Wanderers,2,0,H,2010-2011
1601,Birmingham City,Blackpool,2,0,H,2010-2011
1600,Tottenham Hotspur,Everton,1,1,D,2010-2011
1599,Blackburn Rovers,Sunderland,0,0,D,2010-2011
1598,Blackpool,Manchester City,2,3,A,2010-2011
1597,Everton,Liverpool,2,0,H,2010-2011
1596,Aston Villa,Chelsea,0,0,D,2010-2011
1584,Tottenham Hotspur,Aston Villa,2,1,H,2010-2011
1595,Wolverhampton Wanderers,West Ham United,1,1,D,2010-2011
1593,Manchester United,West Bromwich Albion,2,2,D,2010-2011
1592,Fulham,Tottenham Hotspur,1,2,A,2010-2011
1591,Bolton Wanderers,Stoke City,2,1,H,2010-2011
1590,Arsenal,Birmingham City,2,1,H,2010-2011
1589,Chelsea,Arsenal,2,0,H,2010-2011
1588,Liverpool,Blackpool,1,2,A,2010-2011
1587,Manchester City,Newcastle United,2,1,H,2010-2011
1586,West Ham United,Fulham,1,1,D,2010-2011
1594,Newcastle United,Wigan Athletic,2,2,D,2010-2011
1604,West Bromwich Albion,Fulham,2,1,H,2010-2011
1562,Blackburn Rovers,Fulham,1,1,D,2010-2011
1560,Stoke City,West Ham United,1,1,D,2010-2011
1536,Wigan Athletic,Chelsea,0,6,A,2010-2011
1535,West Ham United,Bolton Wanderers,1,3,A,2010-2011
1534,West Bromwich Albion,Sunderland,1,0,H,2010-2011
1533,Stoke City,Tottenham Hotspur,1,2,A,2010-2011
1532,Everton,Wolverhampton Wanderers,1,1,D,2010-2011
1531,Birmingham City,Blackburn Rovers,2,1,H,2010-2011
1530,Arsenal,Blackpool,6,0,H,2010-2011
1529,Manchester United,Newcastle United,3,0,H,2010-2011
1537,Newcastle United,Aston Villa,6,0,H,2010-2011
1528,Liverpool,Arsenal,1,1,D,2010-2011
1526,Wolverhampton Wanderers,Stoke City,2,1,H,2010-2011
1525,Wigan Athletic,Blackpool,0,4,A,2010-2011
1524,Sunderland,Birmingham City,2,2,D,2010-2011
1523,Bolton Wanderers,Fulham,0,0,D,2010-2011
1522,Blackburn Rovers,Everton,1,0,H,2010-2011
1521,Aston Villa,West Ham United,3,0,H,2010-2011
1520,Tottenham Hotspur,Manchester City,0,0,D,2010-2011
1693,Blackburn Rovers,Stoke City,0,2,A,2010-2011
1527,Chelsea,West Bromwich Albion,6,0,H,2010-2011
1561,Aston Villa,Bolton Wanderers,1,1,D,2010-2011
1538,Fulham,Manchester United,2,2,D,2010-2011
1540,Blackburn Rovers,Arsenal,1,2,A,2010-2011
1559,Stoke City,Aston Villa,2,1,H,2010-2011
1558,Birmingham City,Liverpool,0,0,D,2010-2011
1557,Wigan Athletic,Sunderland,1,1,D,2010-2011
1556,West Ham United,Chelsea,1,3,A,2010-2011
1554,Newcastle United,Blackpool,0,2,A,2010-2011
1553,Manchester City,Blackburn Rovers,1,1,D,2010-2011
1552,Fulham,Wolverhampton Wanderers,2,1,H,2010-2011
1551,Arsenal,Bolton Wanderers,4,1,H,2010-2011
1539,Manchester City,Liverpool,3,0,H,2010-2011
1550,Everton,Manchester United,3,3,D,2010-2011
1548,Sunderland,Manchester City,1,0,H,2010-2011
1547,Liverpool,West Bromwich Albion,1,0,H,2010-2011
1546,Bolton Wanderers,Birmingham City,2,2,D,2010-2011
1545,Manchester United,West Ham United,3,0,H,2010-2011
1544,Wolverhampton Wanderers,Newcastle United,1,1,D,2010-2011
1543,Tottenham Hotspur,Wigan Athletic,0,1,A,2010-2011
1542,Chelsea,Stoke City,2,0,H,2010-2011
1541,Blackpool,Fulham,2,2,D,2010-2011
1549,Aston Villa,Everton,1,0,H,2010-2011
1605,Wigan Athletic,Bolton Wanderers,1,1,D,2010-2011
1555,West Bromwich Albion,Tottenham Hotspur,1,1,D,2010-2011
1607,Stoke City,Manchester United,1,2,A,2010-2011
1669,Tottenham Hotspur,Liverpool,2,1,H,2010-2011
1668,Newcastle United,Chelsea,1,1,D,2010-2011
1667,Wolverhampton Wanderers,Sunderland,3,2,H,2010-2011
1666,West Ham United,Wigan Athletic,3,1,H,2010-2011
1665,Stoke City,Manchester City,1,1,D,2010-2011
1664,Manchester United,Blackburn Rovers,7,1,H,2010-2011
1663,Fulham,Birmingham City,1,1,D,2010-2011
1662,Everton,West Bromwich Albion,1,4,A,2010-2011
1670,Arsenal,Fulham,2,1,H,2010-2011
1661,Bolton Wanderers,Blackpool,2,2,D,2010-2011
1659,Sunderland,Everton,2,2,D,2010-2011
1658,Fulham,Manchester City,1,4,A,2010-2011
1657,Blackburn Rovers,Aston Villa,2,0,H,2010-2011
1656,Liverpool,West Ham United,3,0,H,2010-2011
1655,West Bromwich Albion,Stoke City,0,3,A,2010-2011
1654,Manchester United,Wigan Athletic,2,0,H,2010-2011
1653,Bolton Wanderers,Newcastle United,5,1,H,2010-2011
1652,Blackpool,Wolverhampton Wanderers,2,1,H,2010-2011
1660,Aston Villa,Arsenal,2,4,A,2010-2011
1651,Birmingham City,Chelsea,1,0,H,2010-2011
1671,Birmingham City,Tottenham Hotspur,1,1,D,2010-2011
1674,Manchester City,Bolton Wanderers,1,0,H,2010-2011
1691,Manchester City,Everton,1,2,A,2010-2011
1606,West Ham United,Newcastle United,1,2,A,2010-2011
1690,Blackburn Rovers,West Ham United,1,1,D,2010-2011
1689,Sunderland,Bolton Wanderers,1,0,H,2010-2011
1688,Manchester United,Arsenal,1,0,H,2010-2011
1687,Tottenham Hotspur,Chelsea,1,1,D,2010-2011
1686,Wolverhampton Wanderers,Birmingham City,1,0,H,2010-2011
1685,Bolton Wanderers,Blackburn Rovers,2,1,H,2010-2011
1672,Blackburn Rovers,Wolverhampton Wanderers,3,0,H,2010-2011
1684,Newcastle United,Liverpool,3,1,H,2010-2011
1682,Stoke City,Blackpool,0,1,A,2010-2011
1681,Fulham,Sunderland,0,0,D,2010-2011
1680,Everton,Wigan Athletic,0,0,D,2010-2011
1679,Aston Villa,West Bromwich Albion,2,1,H,2010-2011
1678,Liverpool,Aston Villa,3,0,H,2010-2011
1677,Sunderland,West Ham United,1,0,H,2010-2011
1676,West Bromwich Albion,Newcastle United,3,1,H,2010-2011
1675,Wigan Athletic,Stoke City,2,2,D,2010-2011
1683,West Ham United,Manchester City,1,3,A,2010-2011
1650,Arsenal,Tottenham Hotspur,2,3,A,2010-2011
1673,Chelsea,Everton,1,1,D,2010-2011
1648,Everton,Arsenal,1,2,A,2010-2011
1625,Manchester United,Wolverhampton Wanderers,2,1,H,2010-2011
1624,Fulham,Aston Villa,1,1,D,2010-2011
1623,Blackpool,Everton,2,2,D,2010-2011
1622,Blackburn Rovers,Wigan Athletic,2,1,H,2010-2011
1621,Birmingham City,West Ham United,2,2,D,2010-2011
1620,Bolton Wanderers,Tottenham Hotspur,4,2,H,2010-2011
1619,Blackpool,West Bromwich Albion,2,1,H,2010-2011
1617,Newcastle United,Sunderland,5,1,H,2010-2011
1626,Sunderland,Stoke City,2,0,H,2010-2011
1616,Aston Villa,Birmingham City,0,0,D,2010-2011
1614,Wolverhampton Wanderers,Manchester City,2,1,H,2010-2011
1613,Fulham,Wigan Athletic,2,0,H,2010-2011
1612,Everton,Stoke City,1,0,H,2010-2011
1611,Blackburn Rovers,Chelsea,1,2,A,2010-2011
1610,Arsenal,West Ham United,1,0,H,2010-2011
1649,Chelsea,Sunderland,0,3,A,2010-2011
1609,Manchester City,Arsenal,0,3,A,2010-2011
1608,Liverpool,Blackburn Rovers,2,1,H,2010-2011
1615,Manchester United,Tottenham Hotspur,2,0,H,2010-2011
1627,Arsenal,Newcastle United,0,1,A,2010-2011
1618,Bolton Wanderers,Liverpool,0,1,A,2010-2011
1629,Liverpool,Chelsea,2,0,H,2010-2011
1646,Wolverhampton Wanderers,Bolton Wanderers,2,3,A,2010-2011
1645,Wigan Athletic,West Bromwich Albion,1,0,H,2010-2011
1647,Stoke City,Liverpool,2,0,H,2010-2011
1628,West Bromwich Albion,Manchester City,0,2,A,2010-2011
1644,West Ham United,Blackpool,0,0,D,2010-2011
1643,Tottenham Hotspur,Blackburn Rovers,4,2,H,2010-2011
1642,Newcastle United,Fulham,0,0,D,2010-2011
1640,Aston Villa,Manchester United,2,2,D,2010-2011
1639,Manchester City,Manchester United,0,0,D,2010-2011
1638,Everton,Bolton Wanderers,1,1,D,2010-2011
1641,Manchester City,Birmingham City,0,0,D,2010-2011
1637,Wolverhampton Wanderers,Arsenal,0,2,A,2010-2011
1636,Wigan Athletic,Liverpool,1,1,D,2010-2011
1635,West Ham United,West Bromwich Albion,2,2,D,2010-2011
1634,Newcastle United,Blackburn Rovers,1,2,A,2010-2011
1633,Chelsea,Fulham,1,0,H,2010-2011
1632,Aston Villa,Blackpool,3,2,H,2010-2011
1631,Tottenham Hotspur,Sunderland,1,1,D,2010-2011
1630,Stoke City,Birmingham City,3,2,H,2010-2011
2148,Wolverhampton Wanderers,West Bromwich Albion,1,5,A,2011-2012
2141,Blackburn Rovers,Queens Park Rangers,3,2,H,2011-2012
2142,Bolton Wanderers,Wigan Athletic,1,2,A,2011-2012
2143,Everton,Chelsea,2,0,H,2011-2012
2144,Fulham,Stoke City,2,1,H,2011-2012
2145,Sunderland,Arsenal,1,2,A,2011-2012
2146,Swansea City,Norwich City,2,3,A,2011-2012
2140,Manchester United,Liverpool,2,1,H,2011-2012
2147,Tottenham Hotspur,Newcastle United,5,0,H,2011-2012
2139,Liverpool,Tottenham Hotspur,0,0,D,2011-2012
2132,Queens Park Rangers,Wolverhampton Wanderers,1,2,A,2011-2012
2137,Newcastle United,Aston Villa,2,1,H,2011-2012
2136,Manchester City,Fulham,3,0,H,2011-2012
2135,Wigan Athletic,Everton,1,1,D,2011-2012
2134,West Bromwich Albion,Swansea City,1,2,A,2011-2012
2133,Stoke City,Sunderland,0,1,A,2011-2012
2131,Norwich City,Bolton Wanderers,2,0,H,2011-2012
2130,Arsenal,Blackburn Rovers,7,1,H,2011-2012
2128,Fulham,West Bromwich Albion,1,1,D,2011-2012
2149,Aston Villa,Manchester City,0,1,A,2011-2012
2129,Sunderland,Norwich City,3,0,H,2011-2012
2138,Chelsea,Manchester United,3,3,D,2011-2012
2150,Chelsea,Bolton Wanderers,3,0,H,2011-2012
2169,Bolton Wanderers,Queens Park Rangers,2,1,H,2011-2012
2152,Queens Park Rangers,Fulham,0,1,A,2011-2012
2174,Everton,Tottenham Hotspur,1,0,H,2011-2012
2127,Bolton Wanderers,Arsenal,0,0,D,2011-2012
2173,Wolverhampton Wanderers,Blackburn Rovers,0,2,A,2011-2012
2172,Sunderland,Liverpool,1,0,H,2011-2012
2171,Chelsea,Stoke City,1,0,H,2011-2012
2170,Aston Villa,Fulham,1,0,H,2011-2012
2168,Tottenham Hotspur,Manchester United,1,3,A,2011-2012
2167,Fulham,Wolverhampton Wanderers,5,0,H,2011-2012
2166,Newcastle United,Sunderland,1,1,D,2011-2012
2165,Wigan Athletic,Swansea City,0,2,A,2011-2012
2151,Newcastle United,Wolverhampton Wanderers,2,2,D,2011-2012
2164,West Bromwich Albion,Chelsea,1,0,H,2011-2012
2162,Queens Park Rangers,Everton,1,1,D,2011-2012
2161,Manchester City,Bolton Wanderers,2,0,H,2011-2012
2160,Blackburn Rovers,Aston Villa,1,1,D,2011-2012
2159,Liverpool,Arsenal,1,2,A,2011-2012
2158,Stoke City,Swansea City,2,0,H,2011-2012
2157,Norwich City,Manchester United,1,2,A,2011-2012
2156,Arsenal,Tottenham Hotspur,-4,2,H,2011-2012
2155,Manchester City,Blackburn Rovers,3,0,H,2011-2012
2154,Wigan Athletic,Aston Villa,0,0,D,2011-2012
2153,West Bromwich Albion,Sunderland,4,0,H,2011-2012
2163,Stoke City,Norwich City,1,0,H,2011-2012
2126,Blackburn Rovers,Newcastle United,0,2,A,2011-2012
2084,Norwich City,Fulham,1,1,D,2011-2012
2124,Manchester United,Stoke City,2,0,H,2011-2012
2097,Everton,Bolton Wanderers,1,2,A,2011-2012
2096,Manchester City,Liverpool,3,0,H,2011-2012
2095,Wigan Athletic,Sunderland,1,4,A,2011-2012
2094,Tottenham Hotspur,West Bromwich Albion,1,0,H,2011-2012
2093,Fulham,Arsenal,2,1,H,2011-2012
2092,Wolverhampton Wanderers,Chelsea,1,2,A,2011-2012
2091,Queens Park Rangers,Norwich City,1,2,A,2011-2012
2090,Blackburn Rovers,Stoke City,1,2,A,2011-2012
2089,Aston Villa,Swansea City,0,2,A,2011-2012
2088,Sunderland,Manchester City,1,0,H,2011-2012
2098,Newcastle United,Manchester United,3,0,H,2011-2012
2087,West Bromwich Albion,Everton,0,1,A,2011-2012
2085,Stoke City,Wigan Athletic,2,2,D,2011-2012
2083,Chelsea,Aston Villa,1,3,A,2011-2012
2082,Bolton Wanderers,Wolverhampton Wanderers,1,1,D,2011-2012
2081,Arsenal,Queens Park Rangers,1,0,H,2011-2012
2080,Manchester United,Blackburn Rovers,2,3,A,2011-2012
2079,Liverpool,Newcastle United,-4,1,H,2011-2012
2078,Norwich City,Tottenham Hotspur,0,2,A,2011-2012
2077,Swansea City,Queens Park Rangers,1,1,D,2011-2012
2076,Arsenal,Wolverhampton Wanderers,1,1,D,2011-2012
2175,Manchester United,West Bromwich Albion,2,0,H,2011-2012
2086,Swansea City,Tottenham Hotspur,1,1,D,2011-2012
2125,Aston Villa,Queens Park Rangers,2,2,D,2011-2012
2099,Tottenham Hotspur,Everton,2,0,H,2011-2012
2101,Blackburn Rovers,Fulham,3,1,H,2011-2012
2123,Everton,Manchester City,1,0,H,2011-2012
2122,Wolverhampton Wanderers,Liverpool,0,3,A,2011-2012
2121,Tottenham Hotspur,Wigan Athletic,3,1,H,2011-2012
2120,Swansea City,Chelsea,1,1,D,2011-2012
2119,Arsenal,Manchester United,1,2,A,2011-2012
2118,Manchester City,Tottenham Hotspur,3,2,H,2011-2012
2117,Bolton Wanderers,Liverpool,3,1,H,2011-2012
2116,Wolverhampton Wanderers,Aston Villa,2,3,A,2011-2012
2115,Sunderland,Swansea City,2,0,H,2011-2012
2114,Stoke City,West Bromwich Albion,1,2,A,2011-2012
2100,Aston Villa,Everton,1,1,D,2011-2012
2113,Queens Park Rangers,Wigan Athletic,3,-4,H,2011-2012
2111,Everton,Blackburn Rovers,1,1,D,2011-2012
2110,Norwich City,Chelsea,0,0,D,2011-2012
2109,Wigan Athletic,Manchester City,0,1,A,2011-2012
2108,Swansea City,Arsenal,3,2,H,2011-2012
2107,Newcastle United,Queens Park Rangers,1,0,H,2011-2012
2106,West Bromwich Albion,Norwich City,1,2,A,2011-2012
2105,Tottenham Hotspur,Wolverhampton Wanderers,1,1,D,2011-2012
2104,Manchester United,Bolton Wanderers,3,0,H,2011-2012
2103,Liverpool,Stoke City,0,0,D,2011-2012
2102,Chelsea,Sunderland,1,0,H,2011-2012
2112,Fulham,Newcastle United,5,2,H,2011-2012
2176,Swansea City,Manchester City,1,0,H,2011-2012
2263,Bolton Wanderers,West Bromwich Albion,2,2,D,2011-2012
2178,Arsenal,Newcastle United,2,1,H,2011-2012
2274,Stoke City,Bolton Wanderers,2,2,D,2011-2012
2275,Sunderland,Manchester United,0,1,A,2011-2012
2276,Swansea City,Liverpool,1,0,H,2011-2012
2277,Tottenham Hotspur,Fulham,2,0,H,2011-2012
2278,West Bromwich Albion,Arsenal,2,3,A,2011-2012
2247,Stoke City,Arsenal,1,1,D,2011-2012
2246,Everton,Fulham,4,0,H,2011-2012
2245,Aston Villa,Bolton Wanderers,1,2,A,2011-2012
2244,Wolverhampton Wanderers,Manchester City,0,2,A,2011-2012
2243,Liverpool,West Bromwich Albion,0,1,A,2011-2012
